"행정구역","2020년06월_총인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년06월_남자 인구수","2020년06월_여자 인구수","2020년06월_남여 비율"
"경상북도 구미시 임오동(4719066000)","19,720","7,399","          2.67","10,279","9,441","          1.09"
"경상북도 구미시 인동동(4719067000)","49,027","22,027","          2.23","25,261","23,766","          1.06"
"경상북도 구미시 진미동(4719068000)","16,062","10,354","          1.55","8,597","7,465","          1.15"
"경상북도 구미시 양포동(4719069000)","46,475","17,983","          2.58","24,112","22,363","          1.08"
"경상북도 영주시 (4721000000)","104,003","49,480","          2.10","51,573","52,430","          0.98"
"경상북도 영주시 풍기읍(4721025000)","10,677","5,374","          1.99","5,258","5,419","          0.97"
"경상북도 영주시 이산면(4721031000)","2,416","1,211","          2.00","1,248","1,168","          1.07"
"경상북도 영주시 평은면(4721032000)","1,454","782","          1.86","731","723","          1.01"
"경상북도 영주시 문수면(4721033000)","1,984","1,095","          1.81","1,011","973","          1.04"
"경상북도 영주시 장수면(4721034000)","2,229","1,165","          1.91","1,134","1,095","          1.04"
"경상북도 영주시 안정면(4721035000)","3,095","1,609","          1.92","1,568","1,527","          1.03"
"경상북도 영주시 봉현면(4721036000)","2,813","1,437","          1.96","1,436","1,377","          1.04"
"경상북도 영주시 순흥면(4721037000)","2,044","1,110","          1.84","1,022","1,022","          1.00"
"경상북도 영주시 단산면(4721038000)","1,921","1,089","          1.76","957","964","          0.99"
"경상북도 영주시 부석면(4721039000)","3,142","1,720","          1.83","1,557","1,585","          0.98"
"경상북도 영주시 상망동(4721051000)","8,044","3,573","          2.25","4,007","4,037","          0.99"
"경상북도 영주시 하망동(4721052500)","6,230","2,876","          2.17","2,987","3,243","          0.92"
"경상북도 영주시 영주1동(4721055000)","4,138","2,268","          1.82","2,010","2,128","          0.94"
"경상북도 영주시 영주2동(4721056000)","3,612","1,788","          2.02","1,726","1,886","          0.92"
"경상북도 영주시 휴천1동(4721059000)","6,720","2,774","          2.42","3,359","3,361","          1.00"
"경상북도 영주시 휴천2동(4721060000)","8,338","4,002","          2.08","4,090","4,248","          0.96"
"경상북도 영주시 휴천3동(4721061000)","8,131","3,610","          2.25","4,061","4,070","          1.00"
"경상북도 영주시 가흥1동(4721062000)","19,025","8,418","          2.26","9,550","9,475","          1.01"
"경상북도 영주시 가흥2동(4721063000)","7,990","3,579","          2.23","3,861","4,129","          0.94"
"경상북도 영천시 (4723000000)","101,601","52,037","          1.95","51,636","49,965","          1.03"
"경상북도 영천시 금호읍(4723025000)","10,931","6,059","          1.80","5,735","5,196","          1.10"
"경상북도 영천시 청통면(4723031000)","4,215","2,334","          1.81","2,182","2,033","          1.07"
"경상북도 영천시 신녕면(4723032000)","3,858","2,248","          1.72","1,894","1,964","          0.96"
"경상북도 영천시 화산면(4723033000)","3,217","1,719","          1.87","1,672","1,545","          1.08"
"경상북도 영천시 화북면(4723034000)","2,189","1,271","          1.72","1,079","1,110","          0.97"
"경상북도 영천시 화남면(4723035000)","3,104","1,762","          1.76","1,570","1,534","          1.02"
"경상북도 영천시 자양면(4723036000)","1,175","736","          1.60","590","585","          1.01"
"경상북도 영천시 임고면(4723037000)","4,228","2,283","          1.85","2,148","2,080","          1.03"
"경상북도 영천시 고경면(4723038000)","6,031","3,597","          1.68","3,365","2,666","          1.26"
"경상북도 영천시 북안면(4723039000)","4,437","2,519","          1.76","2,283","2,154","          1.06"
"경상북도 영천시 대창면(4723040000)","3,049","1,755","          1.74","1,596","1,453","          1.10"
"경상북도 영천시 동부동(4723051000)","29,610","12,954","          2.29","14,617","14,993","          0.97"
"경상북도 영천시 중앙동(4723052000)","9,490","4,460","          2.13","4,744","4,746","          1.00"
"경상북도 영천시 서부동(4723053500)","4,857","2,680","          1.81","2,393","2,464","          0.97"
"경상북도 영천시 완산동(4723054000)","6,935","3,271","          2.12","3,453","3,482","          0.99"
"경상북도 영천시 남부동(4723055500)","4,275","2,389","          1.79","2,315","1,960","          1.18"
"경상북도 상주시 (4725000000)","98,201","48,679","          2.02","48,175","50,026","          0.96"
"경상북도 상주시 함창읍(4725025000)","6,660","3,429","          1.94","3,236","3,424","          0.95"
"경상북도 상주시 중동면(4725031000)","1,433","785","          1.83","694","739","          0.94"
"경상북도 상주시 사벌국면(4725032500)","3,872","2,063","          1.88","1,882","1,990","          0.95"
"경상북도 상주시 낙동면(4725033000)","3,098","1,683","          1.84","1,498","1,600","          0.94"
"경상북도 상주시 낙동면동부출장소(4725033500)","997","554","          1.80","487","510","          0.95"
"경상북도 상주시 청리면(4725034000)","2,716","1,425","          1.91","1,329","1,387","          0.96"
"경상북도 상주시 공성면(4725035000)","4,024","2,154","          1.87","1,993","2,031","          0.98"
"경상북도 상주시 외남면(4725036000)","1,692","881","          1.92","844","848","          1.00"
"경상북도 상주시 내서면(4725037000)","1,993","1,075","          1.85","1,024","969","          1.06"
"경상북도 상주시 모동면(4725038000)","2,605","1,318","          1.98","1,304","1,301","          1.00"
"경상북도 상주시 모서면(4725039000)","1,747","949","          1.84","882","865","          1.02"
"경상북도 상주시 모서면서부출장소(4725039500)","757","417","          1.82","359","398","          0.90"
"경상북도 상주시 화동면(4725040000)","2,037","1,069","          1.91","1,016","1,021","          1.00"
"경상북도 상주시 화서면(4725041000)","2,808","1,466","          1.92","1,357","1,451","          0.94"
"경상북도 상주시 화북면(4725042000)","1,256","680","          1.85","636","620","          1.03"
"경상북도 상주시 화북면서부출장소(4725042600)","338","208","          1.63","175","163","          1.07"
"경상북도 상주시 외서면(4725043000)","2,810","1,513","          1.86","1,321","1,489","          0.89"
"경상북도 상주시 은척면(4725044000)","1,165","667","          1.75","542","623","          0.87"
"경상북도 상주시 은척면북부출장소(4725044500)","383","229","          1.67","199","184","          1.08"
"경상북도 상주시 공검면(4725045000)","2,171","1,216","          1.79","1,022","1,149","          0.89"
"경상북도 상주시 이안면(4725046000)","2,092","1,175","          1.78","995","1,097","          0.91"
"경상북도 상주시 화남면(4725047000)","844","498","          1.69","409","435","          0.94"
"경상북도 상주시 남원동(4725052000)","12,494","5,518","          2.26","6,110","6,384","          0.96"
"경상북도 상주시 북문동(4725053000)","9,299","4,311","          2.16","4,661","4,638","          1.00"
"경상북도 상주시 계림동(4725054000)","7,866","3,747","          2.10","3,726","4,140","          0.90"
"경상북도 상주시 동문동(4725055000)","8,152","3,754","          2.17","3,994","4,158","          0.96"
"경상북도 상주시 동성동(4725056000)","3,731","1,757","          2.12","1,853","1,878","          0.99"
"경상북도 상주시 신흥동(4725057000)","9,161","4,138","          2.21","4,627","4,534","          1.02"
"경상북도 문경시 (4728000000)","71,683","36,005","          1.99","35,101","36,582","          0.96"
"경상북도 문경시 문경읍(4728025000)","5,840","3,143","          1.86","2,832","3,008","          0.94"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,116","561","          1.99","563","553","          1.02"
"경상북도 문경시 가은읍(4728025300)","3,194","1,789","          1.79","1,546","1,648","          0.94"
"경상북도 문경시 가은읍북부출장소(4728025400)","823","467","          1.76","419","404","          1.04"
"경상북도 문경시 영순면(4728031000)","2,520","1,517","          1.66","1,322","1,198","          1.10"
"경상북도 문경시 산양면(4728032000)","3,073","1,688","          1.82","1,530","1,543","          0.99"
"경상북도 문경시 호계면(4728033000)","2,426","1,439","          1.69","1,153","1,273","          0.91"
"경상북도 문경시 산북면(4728034000)","2,782","1,580","          1.76","1,383","1,399","          0.99"
"경상북도 문경시 동로면(4728035000)","1,938","1,096","          1.77","984","954","          1.03"
"경상북도 문경시 마성면(4728036000)","3,608","2,113","          1.71","1,712","1,896","          0.90"
"경상북도 문경시 농암면(4728037000)","2,615","1,564","          1.67","1,206","1,409","          0.86"
"경상북도 문경시 점촌1동(4728057000)","5,894","2,788","          2.11","2,896","2,998","          0.97"
"경상북도 문경시 점촌2동(4728058000)","7,133","3,584","          1.99","3,448","3,685","          0.94"
"경상북도 문경시 점촌3동(4728059000)","9,205","4,160","          2.21","4,571","4,634","          0.99"
"경상북도 문경시 점촌4동(4728060000)","3,158","1,709","          1.85","1,563","1,595","          0.98"
"경상북도 문경시 점촌5동(4728061000)","16,358","6,807","          2.40","7,973","8,385","          0.95"
"경상북도 경산시 (4729000000)","263,034","117,601","          2.24","132,471","130,563","          1.01"
"경상북도 경산시 하양읍(4729025000)","25,829","11,488","          2.25","12,987","12,842","          1.01"
"경상북도 경산시 진량읍(4729025300)","36,305","16,383","          2.22","18,866","17,439","          1.08"
"경상북도 경산시 압량읍(4729025600)","21,024","10,216","          2.06","11,146","9,878","          1.13"
"경상북도 경산시 와촌면(4729031000)","6,087","3,070","          1.98","3,246","2,841","          1.14"
"경상북도 경산시 자인면(4729033000)","5,602","2,870","          1.95","2,847","2,755","          1.03"
"경상북도 경산시 용성면(4729034000)","3,387","1,845","          1.84","1,781","1,606","          1.11"
"경상북도 경산시 남산면(4729035000)","3,771","1,916","          1.97","1,958","1,813","          1.08"
"경상북도 경산시 남천면(4729037000)","3,050","1,530","          1.99","1,560","1,490","          1.05"
"경상북도 경산시 중방동(4729051000)","10,179","4,697","          2.17","4,931","5,248","          0.94"
"경상북도 경산시 중앙동(4729052000)","6,666","3,527","          1.89","3,315","3,351","          0.99"
"경상북도 경산시 남부동(4729053000)","20,416","8,443","          2.42","10,027","10,389","          0.97"
"경상북도 경산시 서부1동(4729054100)","37,252","15,219","          2.45","17,872","19,380","          0.92"
"경상북도 경산시 서부2동(4729054200)","30,081","11,365","          2.65","14,483","15,598","          0.93"
"경상북도 경산시 북부동(4729055000)","16,148","9,194","          1.76","8,799","7,349","          1.20"
"경상북도 경산시 동부동(4729056000)","37,237","15,838","          2.35","18,653","18,584","          1.00"
"경상북도 군위군 (4772000000)","23,451","13,002","          1.80","11,971","11,480","          1.04"
"경상북도 군위군 군위읍(4772025000)","8,268","4,154","          1.99","4,286","3,982","          1.08"
"경상북도 군위군 소보면(4772031000)","2,289","1,379","          1.66","1,159","1,130","          1.03"
"경상북도 군위군 효령면(4772032000)","3,800","2,074","          1.83","1,948","1,852","          1.05"
"경상북도 군위군 부계면(4772033000)","2,047","1,153","          1.78","1,045","1,002","          1.04"
"경상북도 군위군 우보면(4772034000)","2,053","1,237","          1.66","1,031","1,022","          1.01"
"경상북도 군위군 의흥면(4772035000)","2,431","1,407","          1.73","1,178","1,253","          0.94"
"경상북도 군위군 산성면(4772036000)","1,207","750","          1.61","611","596","          1.03"
"경상북도 군위군 고로면(4772037000)","1,356","848","          1.60","713","643","          1.11"
"경상북도 의성군 (4773000000)","52,142","28,508","          1.83","25,518","26,624","          0.96"
"경상북도 의성군 의성읍(4773025000)","13,560","6,773","          2.00","6,671","6,889","          0.97"
"경상북도 의성군 단촌면(4773031000)","1,970","1,132","          1.74","968","1,002","          0.97"
"경상북도 의성군 점곡면(4773032000)","1,633","964","          1.69","811","822","          0.99"
"경상북도 의성군 옥산면(4773033000)","1,831","1,004","          1.82","887","944","          0.94"
"경상북도 의성군 사곡면(4773034000)","1,578","923","          1.71","758","820","          0.92"
"경상북도 의성군 춘산면(4773035000)","1,490","798","          1.87","755","735","          1.03"
"경상북도 의성군 가음면(4773036000)","1,476","841","          1.76","745","731","          1.02"
"경상북도 의성군 금성면(4773037000)","4,340","2,462","          1.76","2,156","2,184","          0.99"
"경상북도 의성군 봉양면(4773038000)","3,953","2,252","          1.76","1,912","2,041","          0.94"
"경상북도 의성군 비안면(4773039000)","2,563","1,461","          1.75","1,231","1,332","          0.92"
"경상북도 의성군 구천면(4773040000)","1,828","1,008","          1.81","916","912","          1.00"
"경상북도 의성군 단밀면(4773041000)","1,805","986","          1.83","886","919","          0.96"
"경상북도 의성군 단북면(4773042000)","1,814","1,019","          1.78","859","955","          0.90"
"경상북도 의성군 안계면(4773043000)","4,601","2,413","          1.91","2,188","2,413","          0.91"
"경상북도 의성군 다인면(4773044000)","3,868","2,162","          1.79","1,914","1,954","          0.98"
"경상북도 의성군 신평면(4773045000)","805","489","          1.65","384","421","          0.91"
"경상북도 의성군 안평면(4773046000)","2,189","1,279","          1.71","1,083","1,106","          0.98"
"경상북도 의성군 안사면(4773047000)","838","542","          1.55","394","444","          0.89"
"경상북도 청송군 (4775000000)","25,228","14,047","          1.80","12,616","12,612","          1.00"
"경상북도 청송군 청송읍(4775025000)","5,236","2,711","          1.93","2,610","2,626","          0.99"
"경상북도 청송군 주왕산면(4775031500)","1,877","1,102","          1.70","929","948","          0.98"
"경상북도 청송군 부남면(4775032000)","2,505","1,432","          1.75","1,232","1,273","          0.97"
"경상북도 청송군 현동면(4775033000)","2,094","1,152","          1.82","1,055","1,039","          1.02"
"경상북도 청송군 현서면(4775034000)","2,542","1,441","          1.76","1,259","1,283","          0.98"
"경상북도 청송군 안덕면(4775035000)","2,618","1,541","          1.70","1,254","1,364","          0.92"
"경상북도 청송군 파천면(4775036000)","1,807","1,058","          1.71","895","912","          0.98"
"경상북도 청송군 진보면(4775037000)","6,549","3,610","          1.81","3,382","3,167","          1.07"
"경상북도 영양군 (4776000000)","16,748","9,019","          1.86","8,277","8,471","          0.98"
"경상북도 영양군 영양읍(4776025000)","7,321","3,683","          1.99","3,596","3,725","          0.97"
"경상북도 영양군 입암면(4776031000)","2,161","1,210","          1.79","1,041","1,120","          0.93"
"경상북도 영양군 청기면(4776032000)","1,725","1,004","          1.72","873","852","          1.02"
"경상북도 영양군 일월면(4776033000)","1,780","975","          1.83","880","900","          0.98"
"경상북도 영양군 수비면(4776034000)","1,685","971","          1.74","844","841","          1.00"
"경상북도 영양군 석보면(4776035000)","2,076","1,176","          1.77","1,043","1,033","          1.01"
"경상북도 영덕군 (4777000000)","36,721","20,087","          1.83","17,423","19,298","          0.90"
"경상북도 영덕군 영덕읍(4777025000)","11,180","5,500","          2.03","5,347","5,833","          0.92"
"경상북도 영덕군 강구면(4777031000)","6,310","3,519","          1.79","2,985","3,325","          0.90"
"경상북도 영덕군 남정면(4777032000)","2,391","1,455","          1.64","1,162","1,229","          0.95"
"경상북도 영덕군 달산면(4777033000)","1,150","700","          1.64","509","641","          0.79"
"경상북도 영덕군 지품면(4777034000)","1,485","864","          1.72","732","753","          0.97"
"경상북도 영덕군 지품면원전출장소(4777034500)","539","322","          1.67","254","285","          0.89"
"경상북도 영덕군 축산면(4777035000)","946","536","          1.76","452","494","          0.91"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,764","1,017","          1.73","837","927","          0.90"
"경상북도 영덕군 영해면(4777036000)","6,464","3,458","          1.87","3,006","3,458","          0.87"
"경상북도 영덕군 병곡면(4777037000)","2,794","1,671","          1.67","1,306","1,488","          0.88"
"경상북도 영덕군 창수면(4777038000)","1,698","1,045","          1.62","833","865","          0.96"
"경상북도 청도군 (4782000000)","42,553","22,666","          1.88","20,857","21,696","          0.96"
"경상북도 청도군 화양읍(4782025000)","7,170","3,324","          2.16","3,492","3,678","          0.95"
"경상북도 청도군 화양읍남성현출장(4782025100)","1,128","621","          1.82","565","563","          1.00"
"경상북도 청도군 청도읍(4782025300)","10,397","5,090","          2.04","5,101","5,296","          0.96"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,629","928","          1.76","791","838","          0.94"
"경상북도 청도군 각남면(4782031000)","2,154","1,223","          1.76","1,020","1,134","          0.90"
"경상북도 청도군 풍각면(4782032000)","3,975","2,239","          1.78","1,950","2,025","          0.96"
"경상북도 청도군 각북면(4782033000)","2,244","1,310","          1.71","1,108","1,136","          0.98"
"경상북도 청도군 이서면(4782034000)","4,549","2,443","          1.86","2,198","2,351","          0.93"
"경상북도 청도군 운문면(4782035000)","2,128","1,271","          1.67","1,033","1,095","          0.94"
"경상북도 청도군 금천면(4782036000)","3,361","1,971","          1.71","1,693","1,668","          1.01"
"경상북도 청도군 매전면(4782037000)","3,818","2,246","          1.70","1,906","1,912","          1.00"
"경상북도 고령군 (4783000000)","31,764","16,420","          1.93","16,267","15,497","          1.05"
"경상북도 고령군 대가야읍(4783025300)","10,201","4,974","          2.05","5,134","5,067","          1.01"
"경상북도 고령군 덕곡면(4783031000)","1,457","845","          1.72","728","729","          1.00"
"경상북도 고령군 운수면(4783032000)","1,898","1,102","          1.72","941","957","          0.98"
"경상북도 고령군 성산면(4783033000)","2,624","1,454","          1.80","1,432","1,192","          1.20"
"경상북도 고령군 다산면(4783034000)","8,553","4,072","          2.10","4,435","4,118","          1.08"
"경상북도 고령군 개진면(4783035000)","1,975","1,186","          1.67","1,062","913","          1.16"
"경상북도 고령군 우곡면(4783036000)","1,601","885","          1.81","815","786","          1.04"
"경상북도 고령군 쌍림면(4783037000)","3,455","1,902","          1.82","1,720","1,735","          0.99"
"경상북도 성주군 (4784000000)","43,488","23,156","          1.88","22,471","21,017","          1.07"
"경상북도 성주군 성주읍(4784025000)","13,771","6,610","          2.08","6,989","6,782","          1.03"
"경상북도 성주군 선남면(4784031000)","6,186","3,417","          1.81","3,381","2,805","          1.21"
"경상북도 성주군 용암면(4784032000)","3,706","2,081","          1.78","2,022","1,684","          1.20"
"경상북도 성주군 수륜면(4784033000)","3,096","1,863","          1.66","1,515","1,581","          0.96"
"경상북도 성주군 가천면(4784034000)","1,981","1,188","          1.67","984","997","          0.99"
"경상북도 성주군 금수면(4784035000)","1,178","738","          1.60","610","568","          1.07"
"경상북도 성주군 대가면(4784036000)","2,472","1,362","          1.81","1,247","1,225","          1.02"
"경상북도 성주군 벽진면(4784037000)","3,128","1,697","          1.84","1,605","1,523","          1.05"
"경상북도 성주군 초전면(4784038000)","4,564","2,371","          1.92","2,333","2,231","          1.05"
"경상북도 성주군 월항면(4784039000)","3,406","1,829","          1.86","1,785","1,621","          1.10"
"경상북도 칠곡군 (4785000000)","115,345","52,754","          2.19","60,161","55,184","          1.09"
"경상북도 칠곡군 왜관읍(4785025000)","33,660","14,967","          2.25","16,871","16,789","          1.00"
"경상북도 칠곡군 북삼읍(4785025300)","23,597","9,786","          2.41","12,358","11,239","          1.10"
"경상북도 칠곡군 석적읍(4785025600)","31,451","14,241","          2.21","16,953","14,498","          1.17"
"경상북도 칠곡군 지천면(4785031000)","4,323","2,458","          1.76","2,317","2,006","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,452","2,928","          1.86","2,802","2,650","          1.06"
"경상북도 칠곡군 가산면(4785033000)","3,479","1,936","          1.80","1,909","1,570","          1.22"
"경상북도 칠곡군 약목면(4785036000)","10,085","4,810","          2.10","5,224","4,861","          1.07"
"경상북도 칠곡군 기산면(4785037000)","3,298","1,628","          2.03","1,727","1,571","          1.10"
"경상북도 예천군 (4790000000)","55,750","27,058","          2.06","27,401","28,349","          0.97"
"경상북도 예천군 예천읍(4790025000)","15,060","7,315","          2.06","7,452","7,608","          0.98"
"경상북도 예천군 용문면(4790031000)","2,361","1,352","          1.75","1,181","1,180","          1.00"
"경상북도 예천군 감천면(4790034000)","2,703","1,499","          1.80","1,330","1,373","          0.97"
"경상북도 예천군 보문면(4790035000)","1,709","963","          1.77","837","872","          0.96"
"경상북도 예천군 호명면(4790036000)","18,789","7,338","          2.56","9,216","9,573","          0.96"
"경상북도 예천군 유천면(4790037000)","2,559","1,427","          1.79","1,261","1,298","          0.97"
"경상북도 예천군 용궁면(4790038000)","2,480","1,389","          1.79","1,204","1,276","          0.94"
"경상북도 예천군 개포면(4790039000)","1,547","919","          1.68","743","804","          0.92"
